"FIRE_NUM,C,25","FIRE_YEAR,N,4,0","RSPNCE_TYP,C,200","IGNITN_DT,D","FIREOUT_DT,D","STATUS,C,30","FIRE_CAUSE,C,10","FIRE_CENTR,N,10,0","ZONE,N,10,0","FIRE_ID,N,10,0","GEOGRAPHIC,C,254","LATITUDE,N,11,4","LONGITUDE,N,11,4","CURRENT_SZ,N,9,3","FIRE_LINK,C,254"
R31403,2023,,07/09/2023,07/15/2023,Out,Lightning,3,3,1403,Bradley Creek,54.842,-126.9289,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31403
G60858,2023,Full,06/23/2023,,Out of Control,Lightning,4,6,858,Fox River,57.6324,-125.9272,4177.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60858
R41583,2023,,07/11/2023,07/17/2023,Out,Lightning,3,4,1583,Salmon River Rd,55.3177,-127.6469,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41583
K52056,2023,,07/21/2023,,Being Held,Unknown,5,5,2056,Kevin Brook,49.5775,-119.6808,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52056
N41860,2023,Monitor,07/18/2023,,Out of Control,Lightning,6,4,1860,Upper Poseidon Peak,51.927,-118.0483,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41860
G91013,2023,Modified,06/30/2023,,Out of Control,Lightning,4,9,1013,Sandy Creek,59.6431,-123.2241,3765,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91013
V31635,2023,Full,07/12/2023,07/14/2023,Out,Lightning,2,3,1635,S of Owl Creek,50.3737,-122.7878,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31635
G90635,2023,Monitor,06/05/2023,,Out of Control,Lightning,4,9,635,Chasm Creek,58.195,-120.0833,4687.96,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90635
G42011,2023,Full,07/21/2023,07/22/2023,Out,Lightning,4,4,2011,Muskrat Lake,53.7563,-124.8365,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G42011
G91495,2023,Monitor,07/10/2023,,Out of Control,Lightning,4,9,1495,Elleh Creek,58.434,-121.762,780,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91495
G51430,2023,Full,07/09/2023,07/10/2023,Out,Lightning,4,5,1430,Driftwood River,55.7265,-126.2961,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51430
C21420,2023,,07/09/2023,07/10/2023,Out,Lightning,7,2,1420,2.1km SE of Rose Lake,52.2638,-121.7938,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21420
V81858,2023,,07/18/2023,07/21/2023,Out,Lightning,2,8,1858,E of Shirley Creek,50.5367,-125.2715,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81858
G41959,2023,Full,07/20/2023,07/21/2023,Out,Lightning,4,4,1959,Nolan Lake,54.013,-124.8815,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41959
K41874,2023,,07/18/2023,07/19/2023,Out,Person,5,4,1874,Nikwikwaia Creek,50.9099,-119.5546,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41874
R41762,2023,,07/16/2023,07/20/2023,Out,Lightning,3,4,1762,East of Allen Creek,55.3062,-127.2177,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41762
G91729,2023,Full,07/15/2023,07/18/2023,Out,Lightning,4,9,1729,9.5km E of Snake River,58.959,-122.162,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91729
K52048,2023,,07/21/2023,,Out of Control,Unknown,5,5,2048,Riddle Creek,49.5217,-119.8142,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52048
C11315,2023,,07/08/2023,07/09/2023,Out,Lightning,7,1,1315,7.7km SE Neyasri Lake,52.946,-124.8158,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11315
G51586,2023,Modified,07/11/2023,,Out of Control,Lightning,4,5,1586,Odgen Creek,55.7818,-125.5547,2220.92,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51586
G41107,2023,Full,07/03/2023,07/05/2023,Out,Lightning,4,4,1107,Chilako River,53.5492,-123.5707,0.17,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41107
V71881,2023,,07/19/2023,07/21/2023,Out,Unknown,2,7,1881,Chef Creek,49.4475,-124.7636,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V71881
G81530,2023,Monitor,07/10/2023,,Out of Control,Lightning,4,8,1530,Milligan Hills,57.436,-120.211,354,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81530
G41041,2023,Full,07/01/2023,07/01/2023,Out,Lightning,4,4,1041,HST Ranch Across the Creek,53.7381,-124.7409,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41041
R50744,2023,Full,06/11/2023,06/12/2023,Out,Person,3,5,744,S of Kitsumkalum Lake,54.7084,-128.7703,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R50744
K40388,2023,,05/18/2023,05/19/2023,Out,Lightning,5,4,388,Aline Hill,50.9591,-119.0326,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40388
VA1167,2023,,07/06/2023,,Out of Control,Lightning,2,10,1167,5km N of Grizzly Creek,52.8269,-125.7716,93,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1167
V11616,2023,,07/12/2023,07/19/2023,Out,Person,2,1,1616,E of Seymour River,49.3555,-122.981,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11616
R21518,2023,,07/10/2023,07/15/2023,Out,Lightning,3,2,1518,2km E of McKilligan Lake,54.3986,-126.4855,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21518
R90373,2023,Modified,05/14/2023,05/23/2023,Out,Person,3,9,373,0.2 km NE of Glenora Creek,57.8391,-131.3907,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R90373
R31227,2023,,07/07/2023,07/11/2023,Out,Unknown,3,3,1227,Chapman Road,54.6735,-127.1465,5.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31227
C30446,2023,Monitor,05/20/2023,,Being Held,Lightning,7,3,446,Modified Response: 1km S of Christian Lake,52.8374,-120.4661,150,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30446
K21624,2023,,07/12/2023,07/15/2023,Out,Lightning,5,2,1624,Gold Creek FSR,51.0421,-119.5955,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21624
G62137,2023,Full,07/22/2023,,Out of Control,Lightning,4,6,2137,,55.1988,-123.1803,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G62137
G12002,2023,,07/21/2023,,Out of Control,Lightning,4,1,2002,North Minsinka River,54.616,-121.8156,167,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12002
K71339,2023,,07/08/2023,,Under Control,Lightning,5,7,1339,Ama Creek,50.7667,-122.0048,0.19,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71339
R51201,2023,,07/07/2023,07/10/2023,Out,Lightning,3,5,1201,Tintina Creek,56.1843,-129.305,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51201
V31647,2023,,07/12/2023,,Under Control,Lightning,2,3,1647,E of Lillooet River,50.1235,-122.5092,1.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31647
G81742,2023,Full,07/15/2023,,Under Control,Lightning,4,8,1742,North Aitken Creek,56.9844,-121.3899,1.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81742
G70298,2023,Full,05/13/2023,06/05/2023,Out,Person,4,7,298,224 Road,55.9871,-120.5132,25.86,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70298
C11338,2023,Full,07/08/2023,07/13/2023,Out,Lightning,7,1,1338,NW of Gibralter Mine,52.5961,-122.4193,0.47,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11338
G51450,2023,Full,07/09/2023,07/10/2023,Out,Lightning,4,5,1450,Driftwood River,55.7123,-126.3024,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51450
R21630,2023,,07/12/2023,,Out of Control,Unknown,3,2,1630,W of Owen Creek,54.1202,-126.8876,220,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21630
C50354,2023,Full,05/17/2023,05/29/2023,Out,Person,7,5,354,3.3km SW of Pelican Lake,52.4565,-125.4258,145,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50354
C30399,2023,,05/19/2023,,Being Held,Lightning,7,3,399,Modified Response: 4km N of Tasse Lake,52.6166,-121.0711,900,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30399
G61602,2023,Full,07/12/2023,,Being Held,Lightning,4,6,1602,Pike Narrows,55.5527,-123.4462,6.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61602
N51423,2023,Full,07/09/2023,07/13/2023,Out,Lightning,6,5,1423,Mount Leary,50.3433,-117.67,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N51423
G41509,2023,Monitor,07/10/2023,,Out of Control,Lightning,4,4,1509,Lucas Creek,53.5284,-125.0497,52.82,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41509
R31228,2023,,07/07/2023,,Under Control,Lightning,3,3,1228,Powers Creek,54.6983,-127.1635,34,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31228
C10112,2023,Full,04/28/2023,04/30/2023,Out,Person,7,1,112,N of Kluskus Lake,53.0882,-124.4962,2.05,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10112
G80617,2023,Full,06/04/2023,06/05/2023,Out,Lightning,4,8,617,South of Heck Creek,57.4937,-120.7605,0.18,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80617
R51657,2023,,07/13/2023,,Being Held,Lightning,3,5,1657,Kitsumkalum River,54.8564,-129.0923,1.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51657
N22096,2023,,07/21/2023,07/22/2023,Out,Lightning,6,2,2096,Bobbie Burns Creek,50.9667,-116.9102,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N22096
C11427,2023,,07/09/2023,07/15/2023,Out,Lightning,7,1,1427,3km S of Trout Lake Alec,53.1376,-123.57,70,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11427
V31643,2023,,07/12/2023,07/18/2023,Out,Lightning,2,3,1643,Miller Creek,50.3903,-122.9035,1.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31643
R11277,2023,,07/08/2023,,Out of Control,Lightning,3,1,1277,2.5 km W of Pinkut Creek,54.4005,-125.4688,5837,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11277
C11559,2023,Full,07/10/2023,07/13/2023,Out,Lightning,7,1,1559,1.2km W of Tzenzaicut Lake,52.66,-122.9037,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11559
R11451,2023,,07/09/2023,,Being Held,Lightning,3,1,1451,2.2km E of Peace Lake,54.0218,-125.5162,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11451
G90949,2023,Monitor,06/27/2023,,Out of Control,Lightning,4,9,949,Coal River,59.628,-126.9532,5278.13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90949
V10304,2023,,05/14/2023,06/02/2023,Out,Person,2,1,304,Farrer Cove,49.3375,-122.8883,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10304
V11221,2023,,07/07/2023,,Out of Control,Lightning,2,1,1221,N Ainsley FSR,49.9909,-121.3862,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11221
N21453,2023,Modified,07/09/2023,,Out of Control,Lightning,6,2,1453,Yearling Creek,50.6298,-115.7368,75,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N21453
G11364,2023,Monitor,07/08/2023,07/13/2023,Out,Lightning,4,1,1364,Naltesby Lake,53.6292,-123.4601,0.05,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11364
G80875,2023,Monitor,06/24/2023,,Out of Control,Lightning,4,8,875,Zaremba Creek,57.2791,-120.9118,14714,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80875
C21896,2023,,07/19/2023,,Under Control,Lightning,7,2,1896,4.5km S of Boitano Lake,51.9048,-122.0969,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21896
R11236,2023,,07/07/2023,,Under Control,Lightning,3,1,1236,Maxan Creek,54.1463,-126.0144,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11236
G30361,2023,Full,05/17/2023,05/18/2023,Out,Lightning,4,3,361,Whitewater Creek,52.1898,-119.2654,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30361
C51753,2023,,07/15/2023,,Out of Control,Lightning,7,5,1753,4.3 km S of Tatlayoko Lake,51.4085,-124.427,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51753
R11968,2023,,07/20/2023,,Being Held,Unknown,3,1,1968,Gerow Creek,54.278,-125.899,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11968
G91661,2023,Monitor,07/13/2023,,Out of Control,Lightning,4,9,1661,W Shekilie River,59.4063,-120.3797,13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91661
R91184,2023,Modified,07/07/2023,,Out of Control,Person,3,9,1184,Deep Bay,59.7033,-134.2515,2030,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R91184
K22033,2023,,07/21/2023,,Out of Control,Lightning,5,2,2033,W of Gowans Lake,50.5312,-120.2048,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22033
R11294,2023,,07/08/2023,07/20/2023,Out,Unknown,3,1,1294,South of Skins Lake,53.7525,-125.9188,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11294
N40767,2023,,06/13/2023,06/15/2023,Out,Lightning,6,4,767,Canyon Creek,51.1512,-116.9274,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40767
R51929,2023,,07/20/2023,,Being Held,Lightning,3,5,1929,South Kitsumkalum River,54.8294,-128.9356,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51929
G81159,2023,Full,07/06/2023,07/07/2023,Out,Lightning,4,8,1159,Mile 122,56.9798,-122.2804,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81159
R51134,2023,,07/04/2023,07/06/2023,Out,Person,3,5,1134,100m N of Lakelse Ave,54.5176,-128.5642,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51134
K52066,2023,,07/21/2023,,Out of Control,Lightning,5,5,2066,Lower Eneas Creek,49.7279,-119.7948,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52066
K40194,2023,,05/03/2023,05/05/2023,Out,Lightning,5,4,194,Mount Boysse,50.8109,-119.6564,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40194
C51303,2023,,07/08/2023,07/08/2023,Out,Lightning,7,5,1303,1.1km W of Poison Lakes,52.6058,-125.4569,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51303
V11072,2023,,07/02/2023,07/03/2023,Out,Lightning,2,1,1072,1 KM N Boston Creek,49.5133,-121.2093,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11072
N11737,2023,,07/15/2023,07/18/2023,Out,Lightning,6,1,1737,Fussee Lake,49.2223,-115.1788,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11737
C11499,2023,Full,07/10/2023,,Fire of Note,Lightning,7,1,1499,4.3km SE Teepee Lake,53.1661,-123.7126,7287,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11499
R41510,2023,,07/10/2023,,Out of Control,Lightning,3,4,1510,1mi N Woodcock Airport,55.0779,-128.2529,102,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41510
VA1335,2023,Modified,07/08/2023,,Fire of Note,Lightning,2,10,1335,Dean River,52.8191,-126.6494,1175,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1335
C51561,2023,,07/11/2023,07/14/2023,Out,Lightning,7,5,1561,24km of Morrison Meadow Road,52.4118,-124.8422,4.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51561
G11526,2023,Full,07/10/2023,,Being Held,Lightning,4,1,1526,E of Stony Creek,53.4397,-121.7958,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11526
G51491,2023,Full,07/10/2023,07/17/2023,Out,Lightning,4,5,1491,2 Miles West of Testoyank'ut Lake,54.682,-124.1613,1.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51491
K71235,2023,,07/07/2023,07/08/2023,Out,Lightning,5,7,1235,Mount Marble,50.8605,-121.8338,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71235
G90810,2023,Monitor,06/16/2023,,Being Held,Lightning,4,9,810,North Richards Creek,57.6618,-123.4405,500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90810
G90998,2023,Full,06/29/2023,06/30/2023,Out,Lightning,4,9,998,Elleh Creek,58.444,-121.7676,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90998
G61714,2023,Full,07/14/2023,,Out of Control,Lightning,4,6,1714,Isola Creek,56.7969,-125.1095,9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61714
K40665,2023,,06/07/2023,07/14/2023,Out,Lightning,5,4,665,Pettipiece Pass,51.4401,-118.6399,25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40665
C50903,2023,Full,06/25/2023,06/28/2023,Out,Lightning,7,5,903,5km NW of Palmer Creek,52.4073,-124.8373,2.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50903
G11293,2023,Full,07/08/2023,,Out of Control,Lightning,4,1,1293,Tsaiga Lake,53.4815,-123.8472,2500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11293
N11706,2023,,07/14/2023,07/15/2023,Out,Lightning,6,1,1706,Dorr Rd,49.1358,-115.1836,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11706
C51944,2023,,07/20/2023,,Being Held,Lightning,7,5,1944,8.6 km N of Bidwell Lakes,52.0275,-124.0083,1.84,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51944
C52130,2023,,07/22/2023,,Out of Control,Lightning,7,5,2130,7.2km SW of Bull Canyon Park,52.0293,-123.4432,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C52130
G51578,2023,Modified,07/11/2023,,Out of Control,Lightning,4,5,1578,Kelly Lake,55.7788,-125.6853,373.52,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51578
G51755,2023,Full,07/15/2023,,Out of Control,Lightning,4,5,1755,North Arm Stuart Lake,54.6306,-125.1299,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51755
G41298,2023,Full,07/08/2023,07/09/2023,Out,Lightning,4,4,1298,Woodcock Lake,53.5759,-123.5415,0.03,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41298
G80223,2023,Full,05/05/2023,,Under Control,Person,4,8,223,Red Creek,56.4112,-121.2329,2947,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80223
G41511,2023,Full,07/10/2023,,Fire of Note,Lightning,4,4,1511,Greer Creek,53.7755,-124.4256,3868.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41511
G80880,2023,Full,06/24/2023,06/25/2023,Out,Lightning,4,8,880,4km S of Nig Creek,57.1286,-121.6462,0.03,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80880
K42092,2023,,07/22/2023,,Out of Control,Lightning,5,4,2092,Sowsap Creek,50.4759,-118.8761,4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42092
G11893,2023,,07/19/2023,,Under Control,Lightning,4,1,1893,Guilford Creek,53.8418,-121.1733,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11893
V81868,2023,,07/18/2023,07/20/2023,Out,Lightning,2,8,1868,N of Grilse Creek,50.0609,-125.8261,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81868
K71649,2023,Full,07/13/2023,,Out of Control,Lightning,5,7,1649,Downton Lake,50.8508,-122.9743,80,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71649
C11405,2023,,07/09/2023,,Out of Control,Lightning,7,1,1405,2.4km NW Corkscrew Creek,52.74,-125.0359,476,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11405
R31362,2023,,07/08/2023,07/09/2023,Out,Unknown,3,3,1362,Jillymore Rd,54.7642,-127.0437,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31362
R31391,2023,,07/09/2023,,Out of Control,Unknown,3,3,1391,5km SE of Mount Horetzky,55.6386,-126.734,2441,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31391
R21576,2023,,07/11/2023,07/16/2023,Out,Unknown,3,2,1576,Friday Lake,55.3918,-126.3302,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21576
V71784,2023,,07/16/2023,07/21/2023,Out,Unknown,2,7,1784,Dry Creek,49.2378,-124.7916,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V71784
C11458,2023,,07/09/2023,07/22/2023,Out,Lightning,7,1,1458,2.1km SE of Hill Lake Road,52.7738,-122.3073,20,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11458
